concept:city:saigon	concept:citycapitalofcountry	concept:country:west_indies
concept:vehicle:journey	concept:atdate	concept:dateliteral:n2002
concept:country:spain	concept:countrylocatedingeopoliticallocation	concept:city:members
concept:lake:new	concept:locationlocatedwithinlocation	concept:attraction:nyc
concept:stateorprovince:un	concept:atdate	concept:date:n2001
concept:city:cumming	concept:proxyfor	concept:stateorprovince:georgia
concept:geopoliticallocation:arms	concept:subpartof	concept:website:blood
concept:stateorprovince:british_columbia	concept:statelocatedingeopoliticallocation	concept:country:canada_canada
concept:stateorprovince:michigan	concept:organizationhiredperson	concept:person:rodriguez
concept:country:kazakhstan	concept:atdate	concept:dateliteral:n2008
concept:lake:new	concept:locationlocatedwithinlocation	concept:visualizablescene:inn
concept:book:new	concept:atlocation	concept:planet:core
concept:sportsteam:wichita_state_university	concept:mutualproxyfor	concept:city:jacksonville
concept:country:russian_federation	concept:countryalsoknownas	concept:country:soviet_union
concept:lake:new	concept:locationlocatedwithinlocation	concept:planet:places
concept:hallwayitem:boat	concept:mutualproxyfor	concept:book:new
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:country:brazil
concept:stateorprovince:line	concept:agentcreated	concept:website:phone
concept:stateorprovince:west_virginia	concept:stateorprovinceisborderedbystateorprovince	concept:stateorprovince:ohio
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:geopoliticallocation:southern_california
concept:city:worcester	concept:subpartof	concept:stateorprovince:massachusetts
concept:governmentorganization:department	concept:organizationhiredperson	concept:personmexico:ryan_whitney
concept:stateorprovince:connecticut	concept:statelocatedingeopoliticallocation	concept:disease:hemophilia
concept:country:countries	concept:countrycurrency	concept:currency:dollars
concept:landscapefeatures:states	concept:locationlocatedwithinlocation	concept:stateorprovince:quebec
concept:city:reason	concept:mutualproxyfor	concept:beverage:new
concept:country:laos	concept:countryalsoknownas	concept:country:laos_people_s_democratic_republic
concept:country:uzbekistan	concept:atdate	concept:dateliteral:n2002
concept:stateorprovince:tennessee	concept:organizationhiredperson	concept:coach:kiffin
concept:stateorprovince:va	concept:statelocatedincountry	concept:country:usa
concept:geopoliticallocation:world	concept:organizationterminatedperson	concept:personasia:number
concept:city:fort_collins_loveland	concept:agentcompeteswithagent	concept:city:texas
concept:country:portugal	concept:countrylocatedingeopoliticallocation	concept:river:olentangy
concept:beverage:new	concept:atlocation	concept:building:stop
concept:city:bloomington	concept:atlocation	concept:stateorprovince:minnesota
concept:island:venezuela	concept:atdate	concept:dateliteral:n2006
concept:lake:new	concept:locationlocatedwithinlocation	concept:city:example
concept:country:sierra_leone	concept:countryalsoknownas	concept:country:republic
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:country:republic
concept:country:jordan	concept:countrylocatedingeopoliticallocation	concept:country:south_africa
concept:city:washington_d_c	concept:atlocation	concept:stateorprovince:georgia
concept:country:czechoslovakia	concept:countrylocatedingeopoliticallocation	concept:country:countries
concept:stateorprovince:hidalgo	concept:statelocatedingeopoliticallocation	concept:disease:hemophilia
concept:tradeunion:congress	concept:atdate	concept:skiarea:tennessee
concept:country:bahrain	concept:countrylocatedingeopoliticallocation	concept:river:olentangy
concept:country:sri_lanka	concept:countrylocatedingeopoliticallocation	concept:continent:asia
concept:city:seaside	concept:atlocation	concept:stateorprovince:oregon
concept:city:waterbury	concept:proxyfor	concept:stateorprovince:connecticut
concept:city:bangkok	concept:atdate	concept:food:pate
concept:country:england	concept:atdate	concept:food:pate
concept:organization:kremlin	concept:organizationhiredperson	concept:personmexico:ryan_whitney
concept:island:iceland	concept:countrylocatedingeopoliticallocation	concept:country:countries
concept:city:florida	concept:mutualproxyfor	concept:city:kissimmee
concept:city:parents	concept:atdate	concept:agriculturalproduct:flax
concept:stateorprovince:delaware	concept:statelocatedincountry	concept:country:usa
concept:country:namibia	concept:countrylocatedingeopoliticallocation	concept:country:countries
concept:city:bush	concept:agentcontrols	concept:clothing:white
concept:city:memphis	concept:cityliesonriver	concept:agent:wolf
concept:country:nigeria	concept:countrycurrency	concept:currency:naira
concept:country:republic_of_lithuania	concept:countryalsoknownas	concept:country:republic
concept:book:new	concept:atlocation	concept:geopoliticallocation:u_s__state
concept:stadiumoreventvenue:madison_square_garden	concept:proxyfor	concept:lake:new
concept:website:developer	concept:proxyfor	concept:book:new
concept:country:uganda	concept:atdate	concept:dateliteral:n2005
concept:city:marietta	concept:atlocation	concept:stateorprovince:georgia
concept:country:republic_of_india	concept:atdate	concept:date:n2001
concept:stateorprovince:men	concept:agentparticipatedinevent	concept:crimeorcharge:crime
concept:city:woodland	concept:subpartof	concept:disease:crohn
concept:island:mother	concept:atdate	concept:dateliteral:n2006
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:country:western_european_nations
concept:city:roseville	concept:proxyfor	concept:stateorprovince:minnesota
concept:country:thailand	concept:atdate	concept:year:n1997
concept:election:six_months	concept:mutualproxyfor	concept:book:new
concept:country:israel	concept:atdate	concept:agriculturalproduct:flax
concept:city:cambridge	concept:cityliesonriver	concept:attraction:grand
concept:city:roswell	concept:proxyfor	concept:stateorprovince:georgia
concept:city:capital	concept:atdate	concept:date:n2001
concept:country:tunisia	concept:countrylocatedingeopoliticallocation	concept:country:south_africa
concept:lake:new	concept:locationlocatedwithinlocation	concept:country:origin
concept:county:york_city	concept:proxyfor	concept:lake:new
concept:person:iran	concept:personleadsorganization	concept:stateorprovince:un
concept:wallitem:beginning	concept:atdate	concept:year:n1991
concept:country:france_france	concept:locationlocatedwithinlocation	concept:airport:europe
concept:city:club	concept:atdate	concept:dateliteral:n2002
concept:beverage:reality	concept:mutualproxyfor	concept:book:new
concept:website:clients	concept:atdate	concept:dateliteral:n2005
concept:country:france_france	concept:atdate	concept:year:n1986
concept:lake:new	concept:locationlocatedwithinlocation	concept:country:russia
concept:city:augusta	concept:proxyfor	concept:stateorprovince:georgia
concept:governmentorganization:government	concept:atdate	concept:dateliteral:n1980
concept:city:florida	concept:mutualproxyfor	concept:city:sarasota
concept:city:ontario	concept:atdate	concept:dateliteral:n2002
concept:physiologicalcondition:fatigue	concept:citylocatedinstate	concept:visualizablescene:washington
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:city:nashville
concept:lake:new	concept:locationlocatedwithinlocation	concept:geopoliticallocation:caribbean
concept:lake:new	concept:locationlocatedwithinlocation	concept:website:request
concept:city:albany	concept:locationlocatedwithinlocation	concept:stateorprovince:georgia
concept:city:ottawa	concept:proxyfor	concept:stateorprovince:ontario
concept:stateorprovince:idaho	concept:stateorprovinceisborderedbystateorprovince	concept:visualizablescene:washington
concept:book:years	concept:atdate	concept:year:n1991
concept:city:united_kingdom	concept:atdate	concept:dateliteral:n2008
concept:visualizablething:malt	concept:agentparticipatedinevent	concept:weatherphenomenon:deal
concept:country:republic_of_kenya	concept:countryalsoknownas	concept:country:us
concept:blog:form	concept:agentcompeteswithagent	concept:university:search
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:stateorprovince:education
concept:date:n1914	concept:proxyfor	concept:beverage:new
concept:geopoliticallocation:holland	concept:atlocation	concept:stateorprovince:michigan
concept:city:ontario	concept:cityliesonriver	concept:attraction:grand
concept:country:united_arab_emirates	concept:countrylocatedingeopoliticallocation	concept:country:countries
concept:coach:sarah_palin	concept:personhasresidenceingeopoliticallocation	concept:disease:kidney_stones
concept:country:career	concept:atdate	concept:date:n1979
concept:country:lebanon	concept:atdate	concept:dateliteral:n2005
concept:beverage:new	concept:atlocation	concept:hotel:today
concept:country:bangladesh	concept:countrycurrency	concept:currency:dollars
concept:city:saigon	concept:synonymfor	concept:city:ho_chi_minh_city
concept:city:ho_chi_minh_city	concept:citylocatedincountry	concept:country:vietnam
concept:city:canton	concept:atlocation	concept:stateorprovince:mississippi
concept:visualizablething:residence	concept:atdate	concept:dateliteral:n2005
concept:hallwayitem:areas	concept:mutualproxyfor	concept:book:north
concept:disease:kidney_stones	concept:mutualproxyfor	concept:beverage:new
concept:hallwayitem:areas	concept:mutualproxyfor	concept:website:south
concept:lake:new	concept:locationlocatedwithinlocation	concept:stateorprovince:western_australia
concept:room:ownership	concept:atdate	concept:dateliteral:n2006
concept:researchproject:engineering	concept:subpartof	concept:landscapefeatures:water
concept:city:status	concept:atdate	concept:agriculturalproduct:flax
concept:geopoliticallocation:agencies	concept:subpartoforganization	concept:city:communities
concept:governmentorganization:government	concept:organizationhiredperson	concept:personmexico:ryan_whitney
concept:building:houses	concept:atdate	concept:dateliteral:n2006
concept:country:central_african_republic	concept:countryalsoknownas	concept:country:democratic_republic_of_congo
concept:city:example	concept:atdate	concept:dateliteral:n2005
concept:museum:first_place	concept:proxyfor	concept:book:new
concept:website:wkef	concept:atdate	concept:skiarea:tennessee
concept:lake:new	concept:locationlocatedwithinlocation	concept:country:italy
concept:island:territory	concept:proxyfor	concept:book:new
concept:country:republic	concept:countryalsoknownas	concept:country:dominican_republic
concept:country:republic	concept:countryalsoknownas	concept:country:lesotho
concept:city:fayetteville	concept:proxyfor	concept:sportsteam:wichita_state_university
concept:book:new	concept:mutualproxyfor	concept:sportsequipment:feet
concept:country:malaysia	concept:countrylocatedingeopoliticallocation	concept:stateorprovince:southeast_asia
concept:city:port_arthur	concept:proxyfor	concept:stateorprovince:texas
concept:city:seaside	concept:atlocation	concept:disease:crohn
concept:city:home	concept:atdate	concept:year:n1965
concept:country:portugal	concept:atdate	concept:dateliteral:n2002
concept:country:croatia	concept:countrylocatedingeopoliticallocation	concept:geopoliticallocation:destinations
concept:stateorprovince:idaho	concept:statelocatedincountry	concept:country:us
concept:stateorprovince:amazonas	concept:statehascapital	concept:city:manaus
concept:book:new	concept:mutualproxyfor	concept:vehicle:west_coast
concept:country:thailand	concept:atdate	concept:dateliteral:n2006
concept:stateorprovince:vermont	concept:istallerthan	concept:publication:people_
concept:governmentorganization:united_nations	concept:organizationheadquarteredincountry	concept:country:u_s_
concept:politicianus:ronald_reagan	concept:agentcollaborateswithagent	concept:city:bush
